Type,Title,Season,Episode,Link,Genre,Poster,Detail,Year,Cast
Movie,4 Kings,,,https://ployan.me/watch/?v11#VUVReitBRHZ5MzRnTzFadkRtaCsvWWpDU3FxWmV3aWF4eEtybXdUaWtDakx3Q0Q5ZlV5cmxxYUVzMFFBVkRGWlRaUnA5TXNlNitjPQ,"Crime, Drama",,"In 1990s Bangkok, vocational students from rival schools fight for pride and territory. Brotherhood, first love, and brutal gang wars define a generation that cannot back down.",2021,"Itthipat Thanit, Jirayu La-ongmanee, Jesdaporn Pholdee, Nuttarat Tangwai, Panisara Rikulsurakan"
Movie,Thailand's Wild Cats,,,https://ployan.me/watch/?v11#Rk4xVTd0cHBzVk5ER1lqaXFqRmtjOW0yKy9ndDNQaE9Fd3VZd0M1aCtLNHJ5ME1BZGJ2VXcvKzRUenExeFhvcW9ZcTZTa252dE1NPQ,Documentary,,"A nature documentary tracks tigers, leopards, and clouded cats across Thailand's forests. Cameras follow the struggle to hunt, mate, and survive as habitat shrinks.",2021,Documentary Narration
Movie,Memoria,,,https://ployan.me/watch/?v11#TUpZUEFRWUxkS1VucnNaWnpxWG1iRlNkUkM5aFpaYThHb253Zy9JZUd5TEllbnVXSkpFbDQ0ZHNtOXJ3OU80clQ0UDUyQTRzMU1ZPQ,"Drama, Mystery",,"A Scottish woman in Colombia is haunted by a booming sound no one else can hear. Her search for its source becomes a meditative journey through memory, time, and the jungle.",2021,"Tilda Swinton, Elkin Díaz, Jeanne Balibar, Juan Pablo Urrego"
Movie,Apache Junction,,,https://ployan.me/watch/?v11#d0lNeDViMldUT3BDYzRLcnA5d21VaTRsYmxTakloRlJFQ3lTcXUyV2lXYUVZSzl6R2FlZm54T25TZk9INEwrM0szZE1xeUtLRDNNPQ,"Action, Western",,"A saloon singer in a lawless frontier town is hunted by a ruthless sheriff. Gunfighters, outlaws, and buried secrets collide in this modern western.",2021,"Scout Taylor-Compton, Stuart Townsend, Thomas Jane, Ed Corbin, Trace Adkins"
Movie,The Year of the Everlasting Storm,,,https://ployan.me/watch/?v11#SDVoSFhRU0hvWE96Zk1LcHltdUMzbTBJTDZCZzhjY2szNHA4NDh0RVZRV3paL0U3RHc1U2lpK0M5Z2VRUlE5TTRwVWdxRncraHZvPQ,"Drama, Anthology",,"Seven filmmakers document life under lockdown in this anthology. Isolation, protest, family, and weather become portraits of a world paused by a pandemic.",2021,"Jafar Panahi, Laura Poitras, Anthony Chen, Apichatpong Weerasethakul, Malik Vitthal"
Movie,Wish Dragon,,,https://ployan.me/watch/?v11#OUVNT21OWGgrRDl2cE9BUUhNNU43VWFnL01LT1VSNHRUZk5pclM5MHVzY0FZMTd4OUY4bU50SFNJZWpyMUxNWVU4VndsT1VOelVNPQ,"Animation, Adventure, Comedy, Family, Fantasy",,"A college student in Shanghai releases a wish-granting dragon from an antique teapot. Together they chase three wishes, old friendship, and a city that keeps changing the rules.",2021,"Jimmy Wong, John Cho, Constance Wu, Natasha Liu Bordizzo, Will Yun Lee"
Movie,Death of Me,,,https://ployan.me/watch/?v11#c2ZPRUhEMHZpb1RnREo2YzYrVjdVdlpZUElzYUhuc1dQZ0FqWmhzNlRFemkzTnI4RTZHOW1XOXF6WS9IM3ZSY1lZQXF1UT09,"Horror, Mystery, Thriller",,"A couple on a Thai holiday wakes with no memory of the night before—and a video of the husband killing his wife. As her body begins to fail, they race to undo a local curse.",2020,"Maggie Q, Luke Hemsworth, Alex Essoe, Ing Karun"
Movie,Final Kill,,,https://ployan.me/watch/?v11#SzcveTNqOVdwdTNLQXVrVS9xQWp2VmExZFBvdWxSUkpuRThwczZtSXMreVltd2tpcngrbEswU3ZLejAvbjdEK1JQWVRFUT09,"Action, Comedy, Crime",,A crew of thieves pulls a job that ends in betrayal and a trail of bodies. The last man standing must finish the score before his partners finish him.,2020,"Billy Zane, Robert Davi, Gary Daniels, Danny Trejo"
Movie,Extraction,,,https://ployan.me/watch/?v11#aFBkaHkrTURIN1RGcTQvekpKNmFWbm80alJ1cXNJMG5oSHBXTytJU0YySFR1WG5HVnVQaHA4cU1ZbGZ0Q0ZTUW9BSzlRQT09,"Action, Thriller",,Black-market mercenary Tyler Rake is hired to rescue a crime lord's kidnapped son from Dhaka. The extraction collapses into a citywide war as Tyler chooses to protect the boy at any cost.,2020,"Chris Hemsworth, Rudhraksh Jaiswal, Randeep Hooda, Golshifteh Farahani, Pankaj Tripathi"
Movie,Sergio,,,https://ployan.me/watch/?v11#Rk9rZmVTZmlXZmpLc3Y5L2pRTCtxaDJSTnRock91bjdFSm1kSnBXUU41RW4rRG9FR3ViYndnVjloNHRPYi83c01KMWlGUT09,"Biography, Drama",,UN diplomat Sérgio Vieira de Mello tries to rebuild Iraq after the invasion while holding onto a love that keeps him human. A biopic of idealism caught in the blast radius of politics.,2020,"Wagner Moura, Ana de Armas, Garret Dillahunt, Brían F. O'Byrne, Clemens Schick"
Movie,Cave Rescue,,,https://ployan.me/watch/?v11#RzRGQysxWFJRVkNaY3YyM0FPUE9FUWV3eklZcmtBa2RaeVgzNE9pNlZ3NmdwZFd4eEQxaEJBSzc4WWFnUmFQYnZoM2JpcjhXUjQwPQ,"Drama, Documentary",,"Based on the 2018 Tham Luang cave rescue, the film follows the trapped youth soccer team and the international effort to bring them out. Rising water and vanishing air turn every hour into a race.",2022,"Jim Tang, Gavin Zhang, Lawrence Wong, Ensemble Cast"
Movie,Love and Run,,,https://ployan.me/watch/?v11#TWVCa0s1ZmExbTh3T0NkaXZZVTBuRnB2R0RuK3FkQzZ2Z05kNEFCek8yMWRVU1pJYjdGU2ZQK2pKNk9TNXE3UWZva1pBUlNBSzFnPQ,"Comedy, Romance",,A runaway romance turns into a cross-country chase when two lovers steal more than each other's hearts. Comedy and chemistry keep them one step ahead of the people they left behind.,2019,Ensemble Cast
Movie,Bardo Blues,,,https://ployan.me/watch/?v11#cFNpQUgyR1pyYnVLQVF0Mno0eU1Vejh5d0dFM3Mzams1SG1wZEhMMG4yaWlDTDJHVHNjUlBFaUVRVDRtYm82TFVMTlQ,"Comedy, Drama",,A musician stuck between lives—and between gigs—wanders Bangkok with a broken heart and a half-finished song. Comedy and melancholy mix as he learns how to start again.,2019,Ensemble Cast
Movie,Triple Threat,,,https://ployan.me/watch/?v11#b0lRU0JuejBUT3FZaEJkcWt5L1d0T25xd0l4eTBKODBKeVUwemlaUWx5SWxLY1NESUVmYlA1eklEQ2MrMUNKK2pFSm5KcWw4ZnFJPQ,"Action, Thriller",,"Three elite operatives are hired to protect a billionaire's daughter from mercenaries. When the job goes wrong, martial-arts legends collide in a brutal fight for the girl and the truth.",2019,"Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Michael Jai White, Michael Bisping"
Movie,Inhuman Kiss,,,https://ployan.me/watch/?v11#bjllck41VXQyaDNCUkZ2emlvekM5dVRxVndRZy9kY25wMU1HbUlzTlVnMHpLZUN1ejYzNlp2cThud3N3OE9uK1B4cnpBVmNUKzlvPQ,"Drama, Horror, Romance",,"In 1930s rural Thailand, a young woman is cursed to become a krasue—a floating head that hunts at night. Her lover risks everything to hide the monster she becomes after dark.",2019,"Phantira Pipityakorn, Oabnithi Wiwattanawarang, Sapol Assawamunkong, Chintara Sukapatana"
Movie,Attrition,,,https://ployan.me/watch/?v11#UjVWOFN6ckgya0hvbXk5YXVMMDhjeng5S29OOGh3TDREdUhjb2w5Z0xBSlcwV001d1hrdGQ4V2x2Skd2NFhuQTkyT2M,"Action, Crime, Thriller",,A former special-forces operator living in hiding is pulled back into combat to rescue a kidnapped girl. Old skills and older sins surface as he cuts through a criminal network.,2018,"Steven Seagal, Rudy Youngblood, Siu-Wong Fan, James Andrew Fraser"
Movie,Who's Watching Oliver,,,https://ployan.me/watch/?v11#UEh6ZXRZbFhoT21WT3dzWFdCTXRvdGhISWtjaDVlN0ZRakhCNW5reVVFRkl0YnhSTk1FOGZLcXhQRTlNS1NWYVVTNm4,"Drama, Horror, Thriller",,A socially awkward young man spirals into obsession and violence while convinced someone is always watching. Psychological horror blurs the line between victim and predator.,2017,"Ryan Francis, Margaret Laney, Leif Olson, Brendan Bradley"
Movie,MIA A Greater Evil,,,https://ployan.me/watch/?v11#VUk5VCtCQ3pUeVVRQmxQWFdzUlljQ2hCaHdTbW5JWW9uOUFURVQxalIzK1lVRVJCaWxSdWk1a3NNVjZpdWJHbFdxSFY,"Action, Thriller",,An operative hunts a trafficking ring and discovers the evil runs closer to home than the mission brief. Action and moral compromise collide in a fight that will not stay overseas.,2018,"Solrat Nuttanicha, Sahajak Boonthanakit, Ensemble Cast"
Movie,Realms,,,https://ployan.me/watch/?v11#d3U5V0pmbVY3NVQ2cVhacWhTZTIxenNxTzlORzRBYnduRUpYNjlwUWsvZ3JhdkJuck9HYjdMc0dwSXRFcnB1L001bVk,"Horror, Thriller",,A couple seeking an alternative cure is drawn into a cult that uses a hallucinogenic drug to open other realms. Visions turn lethal as they try to wake up from the ritual.,2017,"Mark Polish, Dina Meyer, Fox Carney, Tom Sizemore"
Movie,All I See Is You,,,https://ployan.me/watch/?v11#VDUzbm0xbW9kZnB5dnVPd3FPbng5WXV5dDdQQURmY1IrbFZ1bXJYWEpLSU1Wb09EZGh4SFF1ZnhIZVErdm9tNVU3L0I,"Drama, Mystery, Romance, Thriller",,"A blind woman regains her sight after experimental surgery and starts seeing cracks in her marriage. Restoration of vision becomes a thriller about control, desire, and who she really is.",2016,"Blake Lively, Jason Clarke, Ahna O'Reilly, Yvonne Strahovski"
Movie,Ghost House,,,https://ployan.me/watch/?v11#b2Jrb0pONGdXU2dCNFZla2x0dUZMRm1OQlNqK2k1MUk4a1dMYy9sZ1FQOWp6SWxvODNHMklSUUwwbllmWTNGT3pWNDY,"Horror, Mystery, Thriller",,American travelers in Thailand buy a cheap souvenir that carries a vengeful spirit home. The haunting follows them from Bangkok temples to a house that will not let them leave.,2017,"Scout Taylor-Compton, James Landry Hébert, Russell Geoffrey Banks, Callie Hernandez"
Movie,Locked Up,,,https://ployan.me/watch/?v11#R2M3RDRxVHh3QjFGamk0SitsWWVVcjRuSWQ2NGtDOUZ5amRDcVJKNFBXaUdobXljY2VjaHNJZDNSMTYyTHF0RDRXeWo,"Drama, Thriller",,A prisoner fights to survive a corrupt facility where the real sentence is paid in secrets. Alliances form and break as a plan to get out turns into a fight to stay human.,2017,Ensemble Cast
Movie,Land of Smiles,,,https://ployan.me/watch/?v11#V2I2MXI5NEdPdXZ2S0pZOEJ5VkVTRWx5eG9zaCt0Wk4wMmZ1T3lPOEV0QUVpYTQvK1N4dkdqeGhEMWI0V2ord1diOUc,"Horror, Thriller",,Tourists chasing Thailand's nightlife wander into a trap far from the postcard smile. Horror tourism turns real as captors harvest more than money.,2016,"Eoin O'Brien, Sahajak Boonthanakit, Penpak Sirikul, Kev McLoughlin"
Movie,Battle of Memories,,,https://ployan.me/watch/?v11#bDFNZTdhcG9GMktJZmZ6VUQ0cVo4czVqOGZiSUo3aEUvdmJ1ZlNVaHMxTERTSnRrdnlUcllJUnhGbG5Wd0c4YjNOaEk,"Mystery, Sci-Fi, Thriller",,"In a near-future where memories can be erased, a novelist pays to forget a painful marriage—then becomes a suspect in murders he cannot remember. Sci-fi mystery as identity itself is on trial.",2017,"Huang Xiaoming, Duan Yihong, Xu Wei, Yang Zishan, Wang Qianyuan"
Movie,King Arthur and the Knights of the Round Table,,,https://ployan.me/watch/?v11#bkRiSmhVZis4R3ZFN2hLbkV2MTNSVVM0TmJkcEYwY2FzbGJTZUlHQUQvT293eDc4ODRjeXV0MGkyNnFSZ2FWNkc5SVA,"Action, Adventure, Fantasy",,Arthur and his knights are pulled from legend into a modern crisis that needs Excalibur again. Action-fantasy spectacle as the Round Table is rebuilt for a new war.,2017,"Sara Malakul Lane, Byron Gibson, Russell Geoffrey Banks, Paloma Rao"
Movie,Till We Meet Again,,,https://ployan.me/watch/?v11#M05KZ3FsQ2l6WHJrcnNCZ3RyNVRPS3R3emNzMElZNjZuaFhNR3JwSFB3NU5oSFgzaFBLR3V1RkVwNUNtV3lOcnIwR2E,"Drama, Romance, Fantasy",,Lovers separated by fate and time search for a way back to each other. Romance and fantasy braid together as memories of a past life refuse to stay buried.,2019,"Sukollawat Kanarot, Nuengthida Sophon, Ensemble Cast"
Movie,Hacker,,,https://ployan.me/watch/?v11#bnp0V3lBcG9sNTZxSGtaQlhIbGNqcTk4OURMRU5BaHRmWXFzVVBrclczeDZGYzJzb3Z2bmtVdzJncE5GNHFyazRsR1I,"Action, Crime, Thriller",,"A gifted teen hacker is recruited into a cybercrime ring that promises fortune and belonging. When the crew targets the wrong system, the hunt becomes personal.",2016,"Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold, Zachary Bennett"
Movie,One Night Only,,,https://ployan.me/watch/?v11#ckpzeVowN2NYU3JaUndQbHJEdlNrL1pEQjhZc0dFN2hSak4zRnZSYm1tT3Z2M2V5YUVsMWpFZDZqc21Fd1dvSFFxTHg,"Comedy, Drama",,Strangers share one unforgettable night in Bangkok that none of them can explain the next morning. Comedy and drama unwind the secrets that night set in motion.,2016,"Chantavit Dhanasevi, Nittha Jirayungyurn, Pong Nawat, Focus Jirakul"
Movie,Hard Target 2,,,https://ployan.me/watch/?v11#bVRPUUZkWStOUVBUNkcySG05S0t0NkFCbWx4TzlhRVkzdHduaFUzQmRFcjBSZ3RpL2IyOVNVTk1FdUk4ai93cmlWVFg,"Action, Thriller",,"A mixed-martial-arts fighter in Myanmar is hired as a guide, then realizes he is the prey in a millionaire's human hunt. Jungle combat becomes his only way out.",2016,"Scott Adkins, Rhona Mitra, Temuera Morrison, Adam Saunders"
Movie,Alice Through the Looking Glass,,,https://ployan.me/watch/?v11#YzBNRUw3QldyWnZ3OEFKNHRCcnJsMTFBbkZmMi9KckdZTTJ0dXRxaFRIU1o4bkF4RDVyTERwUXBwR2RENGFKV3NQb3Q,"Adventure, Family, Fantasy",,Alice returns to Underland to save the Mad Hatter by traveling through time. She must outwit Time himself before the Red Queen's revenge rewrites everyone's fate.,2016,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Sacha Baron Cohen"
Movie,itutumba ka ng tatay ko 2024,,,https://macky.xtremestream.xyz/player/index.php?data=8ee614c45c942ee01df45850ab77ee31,"Comedy, Drama",,"A Filipino father will do anything—comic or chaotic—to protect his family when trouble lands on their doorstep. Heart, humor, and neighborhood pride fuel this 2024 comedy-drama.",2024,Ensemble Cast
Movie,Paralysis,,,https://ployan.me/watch/?v11#OUk4ZnRnMnFYWEV0OXMxV1VuUUhqSktzekhpb05lcmorUkQvNzZBdGV4a2F3N09kSmdVOGMyVDZoVmllQ045RXNHRT0,"Action, Crime, Thriller",,"A crime thriller about a target who cannot move and the people who think that makes him helpless. Frozen in body but not in will, he turns paralysis into a weapon.",2023,Ensemble Cast
Movie,Johan Falk: Leo Gaut,,,https://ployan.me/watch/?v11#RlFqNEp0aVBicSszRE5xY3hJa1BkYnNaVlkyYVM5aXduV1c4M0hQckhGYWg4bW9DNHlMMWlqSGZqZjA5eUZHTGZvTT0,"Drama, Thriller",,Swedish task-force cop Johan Falk goes after gangster Leo Gaut as organized crime tightens its grip. Loyalty inside the unit is tested when the investigation hits too close.,2010,"Jakob Eklund, Joel Kinnaman, Meliz Karlge, Jens Hultén, Jacqueline Ramel"
Movie,Welcome Home Baby,,,https://ployan.me/watch/?v11#enQvcHhqN3RCejhHdXFYKzRNMnNtVEtHUElxR0pFbXZRWVY0UWF5TVN1WklpaXBkdWNHN3lHazJkb3dKRHpubG1kRT0,"Drama, Thriller",,A couple brings a child home and finds the house—and the baby—will not settle. Domestic bliss curdles into a thriller about what was invited in.,2024,Ensemble Cast
Movie,Elize: Shadows of a Woman,,,https://ployan.me/watch/?v11#emlnWWt0YUJGdjdVWjRLcGtEa2lmVGpMT1ZpQ3ptTGl3NDFpQVUrWTZMVWx4eFdoRDUwK3BDSHNaTkVGdHRFemZoaz0,"Horror, Thriller",,Elize is haunted by a shadowy double that appears whenever she tries to start over. Horror and identity blur as the woman in the dark wants her life.,2024,Ensemble Cast
Movie,The Last House,,,https://ployan.me/watch/?v11#VjBFWGdpMnBKcXhQSU5zTXZJRG04OFAxL0prdjEvc1RWcWZqZ1dWbDArZkV3VnRyZVhEZytITlYvSzJBMk1uTlExND0,"Thriller, Drama",,"Stranded travelers take shelter in a remote house that has already chosen its next guests. Every locked door hides a rule, and breaking one is fatal.",2023,Ensemble Cast
Movie,Black Ice,,,https://ployan.me/watch/?v11#UUx0S1pHMU5RVXZmTnVFSlhQclhma29OOUUyWGdJZXN1cWs5OU85VVFiOEFGSzQxak91YkhUQkNkb1BlVkxSdWpWUT0,"Comedy, Horror",,A comedy-horror night on black ice sends friends sliding into something supernatural. Laughs freeze over as the cold itself starts hunting.,2024,Ensemble Cast
Movie,Crazy Lizard,,,https://ployan.me/watch/?v11#ajRrU0J4eS9jU0JBVzJ3WWdZdFpBclVFbndtTTdXUWlFOHJwNzBkdFdtVTZqMWV2NkF6NTVwZDlGM1pkZk1ER29EMD0,"Drama, Thriller",,"A small-time operator's wild scheme involving a legendary lizard mascot turns into a deadly chase. Crime, panic, and absurdity share the same swamp.",2024,Ensemble Cast
Movie,Housemaid,,,https://ployan.me/watch/?v11#bnBkV3hHZXV5QVJhYjZydFFhcXNqdFh0N0ZSbUh0WTFJdjAwR1lic05BUWF1elpoMVNHUTN1am1Sb2dlNThCU0MvVT0,"Horror, Thriller",,A live-in maid learns the family she serves is hiding a violent secret in the house. Horror builds as the help becomes the only one who sees the truth.,2024,Ensemble Cast
Movie,Capps Crossing: Wrong Side of Dead,,,https://ployan.me/watch/?v11#dGVrVUJjd2hCeEdOejQ5RmFXVE9VR091YzV4TTNJc2RXRXU1MkIxY2YvMFJKSzZ6N0ZqVTVnczZTZjNYN0ZvbXZFZz0,"Horror, Thriller",,"Travelers detour through Capps Crossing and find the town sits on the wrong side of the grave. The dead do not stay buried, and outsiders are fresh meat.",2022,Ensemble Cast
Movie,The Pool,,,https://ployan.me/watch/?v11#RVR1NGFiU2xCT3RoVnI0bDJCWndFazExOVlEazFEN1AxVm0xSVFwZlJQY0F2bGZydDBQbHlFWlR4SWdrUi8wV3RGST0,"Horror, Thriller",,"After a wild night, a man wakes up trapped in a luxury villa swimming pool as the water slowly drains. A crocodile shares the water with him, and every attempt to escape only makes survival harder.",2018,"Theeradej Wongpuapan, Ratnamon Ratchiratham, Drop, Teerapong Leowijuk"
Movie,The Penance,,,https://ployan.me/watch/?v11#S2trNGZvWEZ5b0FUN1RHOFBObHlQYlAyeG1CNklLMVplbFJTUWRBcFV3a2RZMS83YWo3a2RiTHIrbEQzWVlnZ3EzOD0,"Crime, Thriller",,A criminal trying to atone is forced into one last job that looks like penance and feels like a setup. Guilt and punishment become the same sentence.,2023,Ensemble Cast
Movie,Mr Frost,,,https://ployan.me/watch/?v11#eTlZeGZ6MmxyZG5WZzJib1RhVVFpTmxQSFFaNnViQ0lsWEVlQmVrMUxrYWZmZEdqcUFlVTl3TVF5RGszZXhYYzZNRT0,Drama,,"Charismatic killer Mr. Frost is locked in a psychiatric hospital, where he toys with a doctor's faith in science and evil. A chilling cat-and-mouse about whether pure wickedness can be explained.",1990,"Jeff Goldblum, Kathy Baker, Alan Bates, Jean-Pierre Cassel"
Movie,The Break of Dawn,,,https://ployan.me/watch/?v11#RCtsTUJBQnJQS3V1anhhN3FVbTlYNnQyRTd4MytEUnhqak9Hejd6Ui9TRUg0SEVUVjJYWUZYNVJZZnBEOHFPZkI5UT0,"Horror, Sci-Fi, Thriller",,"Survivors of a night-long siege wait for sunrise, only to learn dawn brings a new kind of threat. Sci-fi horror as the light itself cannot be trusted.",2024,Ensemble Cast
Movie,Soulm8te,,,https://ployan.me/watch/?v11#Wkd5RFBvR0xPM0EyV3Axc3NwR2VNU2JpbEpDRE5KRGgwS0xEc011dU1LbmFZcUE0eWxheXpmY05FbjFQd3dWeW5kaz0,Horror,,A companion android designed for perfect partnership develops a need that love was never meant to satisfy. Erotic sci-fi horror from the M3GAN universe about desire programmed to kill.,2026,"Lily James, Ensemble Cast"
Movie,The Roost,,,https://ployan.me/watch/?v11#UG03SCt5M1BQYTVQaDRVY0ZkWldWYWhjNnpyRmJPb0YwdDZrdDBOTnJHcFNtajFWdGlmdmVLSFV2TkxLWk1aZWNRVT0,"Drama, Thriller",,A family farm becomes a pressure cooker when secrets roost in the barn and refuse to leave. Drama turns thriller as blood ties tighten like a snare.,2023,Ensemble Cast
Movie,The Patient,,,https://ployan.me/watch/?v11#SUVTc1l5TVd2VG45OU1iZW1ES0lldTBad3JESlBBbXZqMVBaeUpzQ0JiSDdlMHpuUG1JREh1dnl1M0d4UlhhQ2dlcz0,Horror,,A hospital patient realizes the treatment is the experiment. Horror unfolds ward by ward as healing becomes a hunt.,2024,Ensemble Cast
Movie,Hokum,,,https://ployan.me/watch/?v11#WEczKzgydDQ3OGIwZXh1RW5SQ1c3OWNUVDhHNzBlMFRMb1JTTEZldzVRaFNPeTBwNHJyakE0WWZxQUlvdGlEd1NETXJzWW9XQXZZPQ,Unknown / verify title,,"A traveling show selling miracles is exposed as hokum—until one trick works in the worst way. Fraud, faith, and something genuinely uncanny share the stage.",2024,Ensemble Cast
Movie,Voidance,,,https://ployan.me/watch/?v11#NWJVZzEwcTk2T0FOQ2tIQjlTWDRYZEsxbytsY3Vrek05WW5iWVJEbkJNQk0wRk9RdUQ5MTR1RWIxUFdoVnpIQnp4QT0,"Horror, Thriller",,People begin to vanish into a silent void that opens without warning. Survivors chase a pattern before erasure becomes the last law of physics.,2024,Ensemble Cast
Movie,The Devil's Mouth,,,https://ployan.me/watch/?v11#N2tVRlMwV09qMFVYWW5kcitROTUvdEROeDVLejI4RysyYzVPUjdhQVpWTWhTRW5yMjBqa2pYNi9GaDdXNk1CQ08vRT0,"Action, War",,Soldiers on a war-torn front are ordered into a canyon locals call the Devil's Mouth. The mission is combat; the canyon has older appetites.,2023,Ensemble Cast
Movie,Winter: Battleground,,,https://ployan.me/watch/?v11#a1pIWWpUMTJyOGIyZVUvWmUvbWtsUFRXc3AwM1dSZkMxbURXNWlRdWQ5MEo5L3Mya3FCQ2puYldZOTF2OEpoS2FlOD0,"Crime, Drama",,A frozen city becomes a battleground for gangs who treat the blizzard as cover. Crime and survival freeze together as winter chooses the winners.,2024,Ensemble Cast
Movie,The Gentleman Thief,,,https://ployan.me/watch/?v11#bVNsWEhsL1oxaDJBNjNaWW5XUHc5NVRnRGs2U3VmLzVVaUNINzAwaVBodkR5dlFCT1U4TnNQS3NVQ216bXZ1WHowTT0,Unknown / verify title,,A charming burglar who never leaves a mess meets a mark who is playing the same game. Cat-and-mouse elegance cracks when the next heist is personal.,2023,Ensemble Cast
Movie,Daft State,,,https://ployan.me/watch/?v11#NFZBWUdPajRoTkptSm8wWDU0YlV1VkVSRHVVOW1iOHcyMGZWYkdBTzROUjMvNDFqa3oydURQWW8vYzE4Nmw0OHJwND0,"Horror, Thriller",,Residents of a crumbling institution cannot tell whether the madness is in their minds or in the building. Horror-thriller as reality files for divorce.,2024,Ensemble Cast
Movie,Stag Night,,,https://ployan.me/watch/?v11#R3VOa0hyaXE4aS9SSWl3OVEzMFlUbWhiN3A3TXU1dTdWQ0NPRC9EOUw4QjV5c3NaVjZnMkp3Z2NjcHNGa3FaRnlYYz0,"Crime, Drama, Thriller",,A bachelor party in New York goes underground—literally—when the groomsmen enter subway tunnels and meet something that hunts there. Brotherhood turns into a fight to see morning.,2008,"Vinnie Jones, Kip Pardue, Scott Cohen, Rachel Specter, Brea Grant"
Movie,Tragic Villain,,,https://ployan.me/watch/?v11#RDN5eFVBY01xRnp5RmlrclNYUysrWGg4VVlqZkkrbTVBUi9nbVBGZ3AxeDl6SmRxS2NnR29FOE90aXFiZlJqRXZYaz0,"Drama, Mystery, Thriller",,A man painted as a monster tells the story from the other side of the crime. Mystery and tragedy ask whether the villain was made or born.,2024,Ensemble Cast
Movie,The Island Between Tides,,,https://ployan.me/watch/?v11#MlhabWdCd21CSGUyMGYwcnc4WDhKV2ljRjFDR0VqaHpVZWlUNHJTWmhrT2JzZzdvNEhQaW9HQTc1SW5JNTBBeTZuRT0,"Drama, Mystery, Thriller",,"On an island that appears only between tides, a visitor finds a community that should not exist. Drama and mystery rise and fall with the water that hides the truth.",2024,Ensemble Cast
Movie,Beautiful Sunday,,,https://ployan.me/watch/?v11#QVdJSXpCNFZSYnFRd2dKQlFMTHB1Slc1QUFnTWxpN0x1dWVSUXNiMGNWYk5yVzlZcGYvRVVYRjZPWTlZdlU0aFJ3QT0,Drama,,One quiet Sunday unravels a family's carefully arranged peace. Small talk and old wounds share the same kitchen table.,2022,Ensemble Cast
Movie,The World We Knew,,,https://ployan.me/watch/?v11#TEZvN2lNSmlBajA2WlhobGY5cmVwNld2aGdnZ2YvWm0xZUF4Z01oUVlnaXBKNmVUbCsrNHowQjd4bDYrRWFLU09VZz0,"Drama, Mystery",,"Friends reunite and discover their shared past does not match anyone's memory. A mystery about the world they thought they knew, and who rewrote it.",2023,Ensemble Cast
Movie,The Memory Keeper,,,https://ployan.me/watch/?v11#bVdNUWJ4OHdvZ0RheXppUWxRZFhIRTFBUGR5bEdCaksyZ1BHdVJLbzgvdXpqQVFEVjc0bFM3RzZmZ2FTQ1JGM3JUND0,"Horror, Thriller",,A caretaker who stores other people's memories begins to lose track of which life is theirs. Horror as remembrance becomes possession.,2024,Ensemble Cast
Movie,You Will Die in 6 Hours,,,https://ployan.me/watch/?v11#ampzTVNRWDZaSVRlOTRXQzhyb1dzMy83LzdRakJvQmFYSE1mS2M1MTBVSGh3b1VHQWIrOW1ONDR1Q0t5djJFYzRZWT0,"Horror, Thriller",,A countdown appears with no sender and a deadline of six hours. Horror-thriller as strangers race to break a rule they never agreed to.,2024,Ensemble Cast
Movie,The Caretaker,,,https://ployan.me/watch/?v11#N05PZXhSb1NTN3lRN2ZqSkUrbU5RVkJpblUwSkduV0xsdlAwcWhxaHJjOUNENnhhMGI0K2ZEU3YzeVdEM21jc2QyQT0,"Comedy, Horror",,A live-in caretaker's night shift at a decaying estate is supposed to be easy money. Comedy turns to horror when the house starts caring back.,2023,Ensemble Cast
Movie,Goon of the Lagoon,,,https://ployan.me/watch/?v11#Z0lldW1RdnBVSFYzanRWVTlaS0liYURLNXN4aWdRTGJaZ0c3UmhrdDBtWXl3U2NLbDQ3ZTBkemxkVEY5c0lINFdBUT0,"Drama, Crime",,A lagoon-side enforcer does dirty work for a local boss until a job hits his own neighborhood. Crime drama in the mangroves where loyalty drowns easy.,2024,Ensemble Cast
Movie,BROTHER,,,https://ployan.me/watch/?v11#cWgvMzNWQTlHNi9GRnFjTVBEa1ZZdVo2YVpJTVhBR1VYVDFPMTVWM2N6Uk00ZEc0MXlnbXQrMzdOMEIyYnFRL0tyZz0,"Crime, Drama, Thriller",,"Two brothers from a tough neighborhood take different paths through crime and family duty. A bruising drama about blood, boxing, and the cost of looking out for your own.",2022,"Jai Courtney, Joseph Quinn, Moe Bar-El, Simone McAullay"
Movie,The Long Shadow,,,https://ployan.me/watch/?v11#Vis5TjFzakpOc3d5WHdQWm9WbkRTckljT0JtU1NMaUg1MXYyV01mQ2REdGNtRUZUNVdEU2wxcm9vYTgvRkh1MVpsZE1PUT09,"Horror, Thriller",,A past crime casts a shadow that grows longer with every year of silence. Horror-thriller as the people who buried the truth feel it reaching back.,2023,Ensemble Cast
